1.000000000000000056e-01 -6.029905434223705129e-23
1.000028992141603762e-01 -6.041125723182297842e-23
1.000057984283207468e-01 -6.052242227072177296e-23
1.000086976424811175e-01 -6.063254729739473792e-23
1.000115968566414881e-01 -6.074163016980339335e-23
1.000144960708018727e-01 -6.084966876543592490e-23
1.000173952849622433e-01 -6.095666098139709743e-23
1.000202944991226139e-01 -6.106260473443023674e-23
1.000231937132829846e-01 -6.116749796099551751e-23
1.000260929274433552e-01 -6.127133861732077988e-23
1.000289921416037259e-01 -6.137412467944601020e-23
1.000318913557640965e-01 -6.147585414329563391e-23
1.000347905699244672e-01 -6.157652502471113551e-23
1.000376897840848517e-01 -6.167613535952030694e-23
1.000405889982452223e-01 -6.177468320358794663e-23
1.000434882124055930e-01 -6.187216663285545020e-23
1.000463874265659636e-01 -6.196858374341610080e-23
1.000492866407263343e-01 -6.206393265153544050e-23
1.000521858548867049e-01 -6.215821149373138018e-23
1.000550850690470756e-01 -6.225141842680084799e-23
1.000579842832074462e-01 -6.234355162788283116e-23
1.000608834973678307e-01 -6.243460929451455280e-23
1.000637827115282014e-01 -6.252458964465722706e-23
1.000666819256885720e-01 -6.261349091675948874e-23
1.000695811398489427e-01 -6.270131136980753992e-23
1.000724803540093133e-01 -6.278804928336660963e-23
1.000753795681696839e-01 -6.287370295761846386e-23
1.000782787823300546e-01 -6.295827071343131224e-23
1.000811779964904252e-01 -6.304175089237840435e-23
1.000840772106508098e-01 -6.312414185680003703e-23
1.000869764248111804e-01 -6.320544198984363877e-23
1.000898756389715510e-01 -6.328564969550656942e-23
1.000927748531319217e-01 -6.336476339867775622e-23
1.000956740672922923e-01 -6.344278154518505448e-23
1.000985732814526630e-01 -6.351970260183945790e-23
1.001014724956130336e-01 -6.359552505646115929e-23
1.001043717097734043e-01 -6.367024741794095841e-23
1.001072709239337749e-01 -6.374386821626896749e-23
1.001101701380941594e-01 -6.381638600258040856e-23
1.001130693522545301e-01 -6.388779934918468339e-23
1.001159685664149007e-01 -6.395810684961901127e-23
1.001188677805752714e-01 -6.402730711867487768e-23
1.001217669947356420e-01 -6.409539879244225638e-23
1.001246662088960127e-01 -6.416238052834562654e-23
1.001275654230563833e-01 -6.422825100517959020e-23
1.001304646372167539e-01 -6.429300892314590040e-23
1.001333638513771385e-01 -6.435665300388804417e-23
1.001362630655375091e-01 -6.441918199052212280e-23
1.001391622796978798e-01 -6.448059464768811512e-23
1.001420614938582504e-01 -6.454088976156097420e-23
1.001449607080186210e-01 -6.460006613989985702e-23
1.001478599221789917e-01 -6.465812261207022380e-23
1.001507591363393623e-01 -6.471505802908686104e-23
1.001536583504997330e-01 -6.477087126363646285e-23
1.001565575646601175e-01 -6.482556121011489401e-23
1.001594567788204881e-01 -6.487912678465223986e-23
1.001623559929808588e-01 -6.493156692514480320e-23
1.001652552071412294e-01 -6.498288059129125074e-23
1.001681544213016001e-01 -6.503306676460557883e-23
1.001710536354619707e-01 -6.508212444846060672e-23
1.001739528496223414e-01 -6.513005266810652589e-23
1.001768520637827120e-01 -6.517685047070062830e-23
1.001797512779430827e-01 -6.522251692533924452e-23
1.001826504921034672e-01 -6.526705112307130903e-23
1.001855497062638378e-01 -6.531045217693153257e-23
1.001884489204242085e-01 -6.535271922196765017e-23
1.001913481345845791e-01 -6.539385141525540867e-23
1.001942473487449498e-01 -6.543384793592976435e-23
1.001971465629053204e-01 -6.547270798520447842e-23
1.002000457770656910e-01 -6.551043078639643798e-23
1.002029449912260617e-01 -6.554701558494424064e-23
1.002058442053864462e-01 -6.558246164842789573e-23
1.002087434195468169e-01 -6.561676826659800013e-23
1.002116426337071875e-01 -6.564993475138550660e-23
1.002145418478675581e-01 -6.568196043692381132e-23
1.002174410620279288e-01 -6.571284467957549640e-23
1.002203402761882994e-01 -6.574258685793568003e-23
1.002232394903486701e-01 -6.577118637286180349e-23
1.002261387045090407e-01 -6.579864264748443398e-23
1.002290379186694252e-01 -6.582495512722729502e-23
1.002319371328297959e-01 -6.585012327981776360e-23
1.002348363469901665e-01 -6.587414659530700645e-23
1.002377355611505372e-01 -6.589702458608028907e-23
1.002406347753109078e-01 -6.591875678687543101e-23
1.002435339894712785e-01 -6.593934275479143401e-23
1.002464332036316491e-01 -6.595878206930361061e-23
1.002493324177920198e-01 -6.597707433227453973e-23
1.002522316319524043e-01 -6.599421916796710295e-23
1.002551308461127749e-01 -6.601021622305306558e-23
1.002580300602731456e-01 -6.602506516662483161e-23
1.002609292744335162e-01 -6.603876569020492997e-23
1.002638284885938869e-01 -6.605131750775376102e-23
1.002667277027542575e-01 -6.606272035567890645e-23
1.002696269169146281e-01 -6.607297399284318146e-23
1.002725261310749988e-01 -6.608207820057171120e-23
1.002754253452353694e-01 -6.609003278265689136e-23
1.002783245593957540e-01 -6.609683756536692228e-23
1.002812237735561246e-01 -6.610249239744845379e-23
1.002841229877164952e-01 -6.610699715013325028e-23
1.002870222018768659e-01 -6.611035171714163487e-23
1.002899214160372365e-01 -6.611255601468574557e-23
1.002928206301976072e-01 -6.611360998147247398e-23
1.002957198443579778e-01 -6.611351357870586333e-23
1.002986190585183485e-01 -6.611226679008868360e-23
1.003015182726787330e-01 -6.610986962182345426e-23
1.003044174868391036e-01 -6.610632210261298494e-23
1.003073167009994743e-01 -6.610162428366002281e-23
1.003102159151598449e-01 -6.609577623866622988e-23
1.003131151293202156e-01 -6.608877806383097230e-23
1.003160143434805862e-01 -6.608062987785027407e-23
1.003189135576409569e-01 -6.607133182191216219e-23
1.003218127718013275e-01 -6.606088405969436259e-23
1.003247119859617120e-01 -6.604928677736116165e-23
1.003276112001220827e-01 -6.603654018355762270e-23
1.003305104142824533e-01 -6.602264450940703525e-23
1.003334096284428240e-01 -6.600760000850078217e-23
1.003363088426031946e-01 -6.599140695689507189e-23
1.003392080567635652e-01 -6.597406565310535471e-23
1.003421072709239359e-01 -6.595557641809529677e-23
1.003450064850843065e-01 -6.593593959526992681e-23
1.003479056992446772e-01 -6.591515555047035828e-23
1.003508049134050617e-01 -6.589322467195635673e-23
1.003537041275654323e-01 -6.587014737040504677e-23
1.003566033417258030e-01 -6.584592407889398493e-23
1.003595025558861736e-01 -6.582055525289652824e-23
1.003624017700465443e-01 -6.579404137026138062e-23
1.003653009842069149e-01 -6.576638293120820829e-23
1.003682001983672856e-01 -6.573758045831017191e-23
